Data source:,http://insideairbnb.com/get-the-data.html,,,,,,,,,,,,,,,,,,,,
24019172,Master Ensuite Private Bath,9263105,Wj,within a day,88%,89%,f,New Brighton,Staten Island,40.64374,-74.0949,Private room,$46.00,31,43,2,29/06/2019,5,f,0.63,
24019880,Cozy Ensuite Private Bath,9263105,Wj,within a day,88%,89%,f,New Brighton,Staten Island,40.6438,-74.09177,Private room,$42.00,31,14,1,02/08/2021,4,f,0.32,
24057583,Beautiful Studio Apt,181108819,Friday,N/A,N/A,N/A,f,Clifton,Staten Island,40.61989,-74.08581,Private room,$69.00,2,363,81,04/10/2021,4.23,f,1.87,
24412681,Cozy SI den with multiple with easy access to NYC,184233409,Lisa,a few days or more,0%,80%,f,Port Richmond,Staten Island,40.63241,-74.13834,Entire home/apt,$39.00,2,121,24,10/08/2021,4.67,f,0.6,
24476209,Inexpensive Private Room with NYC / SIUH/ Ka02/02,104812805,Amarjit S,within an hour,100%,98%,f,Concord,Staten Island,40.59807,-74.08416,Private room,$39.00,4,162,15,21/10/2021,4.8,f,3.06,
24573377,Inexpensive Pvt Rm NYC / SIUH/ Rumc,104812805,Amarjit S,within an hour,100%,98%,f,Arrochar,Staten Island,40.59697,-74.08324,Private room,$45.00,4,147,28,24/09/2021,4.68,f,0.66,
24653572,Staten Island retreat.,171590575,Anthony,N/A,N/A,N/A,f,Randall Manor,Staten Island,40.64174,-74.09864,Private room,$109.00,30,0,2,16/05/2018,5,f,0.05,
24868754,Inexpensive Pvt. Rm #3 NYC/SIUH/RUMC/ Amazon/Mall,104812805,Amarjit S,within an hour,100%,98%,f,Arrochar,Staten Island,40.59703,-74.08333,Private room,$39.00,4,76,28,19/02/2021,4.57,t,0.8,
24967000,Gorgeous Apartment,175116422,Karilyn,within an hour,100%,92%,t,Grant City,Staten Island,40.57828,-74.10947,Entire home/apt,$126.00,4,342,41,04/10/2021,4.9,f,1.06,
25127198,Traveler's / Student's Delight Ka 01 03,104812805,Amarjit S,within an hour,100%,98%,f,Arrochar,Staten Island,40.59697,-74.08324,Private room,$39.00,4,163,26,24/09/2021,4.81,f,0.71,
26106086,"Lg bedroom in historic house, modern amenities.",17011664,Ann Marie,a few days or more,0%,0%,f,St. George,Staten Island,40.64728,-74.08572,Private room,$55.00,30,176,0,,,f,,
26274490,Cozy Stay!!,197516314,Genny,N/A,N/A,N/A,f,Port Richmond,Staten Island,40.63552,-74.13363,Private room,$50.00,5,358,25,18/09/2021,4.48,t,0.94,
26331103,"Quiet Room near RUMC (1st floor, Room 2)",32060911,Ervis,within a few hours,100%,74%,t,West Brighton,Staten Island,40.63414,-74.1135,Private room,$40.00,30,279,9,30/10/2021,4.78,f,0.32,
26419487,A medium guest room to rest,33500990,Chian-TiLung,within an hour,100%,100%,f,Clifton,Staten Island,40.61899,-74.08136,Private room,$65.00,3,0,0,,,f,,
26421040,Staten island,198503278,Ihab,within an hour,100%,100%,f,Arrochar,Staten Island,40.59301,-74.07147,Entire home/apt,$169.00,7,330,7,15/10/2021,4.4,t,4.47,
26452047,Near To The City That Never Sleep! #2,3375455,Maria,within a few hours,100%,86%,f,Mariners Harbor,Staten Island,40.62935,-74.16225,Private room,$53.00,30,365,3,15/09/2021,3.67,f,0.13,
26874326,Room with private deck,113295877,Jonathan,within an hour,100%,90%,f,New Brighton,Staten Island,40.63601,-74.09102,Private room,$48.00,3,86,0,,,f,,
26889078,Staten Island Garden Apartment Near Ferry,199535935,Tim,N/A,N/A,N/A,f,St. George,Staten Island,40.646,-74.08647,Entire home/apt,$89.00,30,0,91,08/03/2020,4.91,t,2.4,
27083575,Happy home 2,158178970,Raquel,within an hour,100%,100%,t,Randall Manor,Staten Island,40.6296,-74.12362,Private room,$35.00,3,36,61,16/10/2021,4.87,t,1.96,
27203413,Entire NonSmoking Quiet Private Apartment,204810113,Maria,within an hour,100%,100%,t,New Brighton,,40.63847,-74.09229,Private room,$75.00,3,240,120,31/10/2021,4.92,f,3.18,
27579796,New York home ferry ride from Manhattan.,169567256,Pariis,N/A,N/A,N/A,f,Tompkinsville,Staten Island,40.63204,-74.09195,Private room,$90.00,2,0,1,04/11/2018,5,f,0.03,
27700747,Beach-side basement media room,145245549,Dawid,N/A,N/A,N/A,f,New Dorp Beach,Staten Island,40.56614,-74.10312,Private room,$65.00,3,163,30,28/08/2021,4.63,f,0.77,
27852410,Close To Brooklyn w/ Queen Sized Bed Ka 0101,104812805,Amarjit S,within an hour,100%,98%,f,Arrochar,Staten Island,40.59703,-74.08328,Private room,$45.00,4,140,35,11/09/2021,4.66,f,4.2,
27910595,"Cozy&Clean Suite-private entry, bedroom & bathroom",210843289,Tajudeen,within an hour,100%,100%,t,Mariners Harbor,Staten Island,40.63206,-74.15362,Private room,$89.00,2,59,178,23/10/2021,4.85,f,5.86,
27967621,"Private Guest Suite Near RUMC, Ferry, Parks",13974626,Carrie,within an hour,100%,100%,t,Randall Manor,Staten Island,40.63607,-74.09631,Entire home/apt,$10.00,2,234,88,15/08/2021,4.92,f,3.19,
28031322,"Staten Island Gem,  4 bedroom duplex in St. George",196770644,Rafael,within an hour,100%,99%,t,Stapleton,Staten Island,40.63652,-74.07553,Entire home/apt,$152.00,2,319,89,25/10/2021,4.91,f,2.36,
28085121,Cozy Manhattan view one bedroom .,212147885,Alisa,N/A,N/A,N/A,f,Tompkinsville,Staten Island,40.63629,-74.07918,Entire home/apt,$99.00,7,216,5,17/08/2021,4.6,f,0.22,
28121595,☀Sunny & Comfy | 5★ Location | Spacious Yard | Pkg,301836,Lana,within a few hours,100%,88%,t,Midland Beach,Staten Island,40.57552,-74.09086,Entire home/apt,$275.00,7,50,7,01/11/2021,4.67,f,0.25,
28431734,Bright 2- Room apartment in a house next to train.,55004447,Olga,N/A,N/A,N/A,f,Huguenot,Staten Island,40.5412,-74.17442,Private room,$36.00,30,0,7,08/01/2019,4.2,f,0.2,
29410055,Charming townhouse  close to all,199539833,Vince,within an hour,100%,100%,t,Concord,Staten Island,40.60556,-74.08122,Entire home/apt,$149.00,90,364,21,23/07/2019,5,f,0.68,
29431457,Large Studio Apartment on Todt Hill,146363617,Michael,N/A,N/A,N/A,t,Todt Hill,Staten Island,40.58612,-74.10824,Entire home/apt,$59.00,29,157,14,12/05/2021,5,f,0.44,
29517676,Spacious & Comfortable Suite w/ Private Entry/Bath,72001588,Dave,within an hour,100%,93%,t,West Brighton,Staten Island,40.62692,-74.11346,Private room,$80.00,2,0,71,26/09/2021,4.92,f,2.49,
29635732,Newly Renovated Spacious 2 Bedroom Apartment!,63227531,Marwa,within an hour,100%,95%,t,Castleton Corners,Staten Island,40.62685,-74.12275,Entire home/apt,$140.00,2,347,47,31/10/2021,4.91,f,1.57,
29701014,Clean and spacious three bedrooms apartment,223504937,Ellouise,within an hour,100%,98%,t,Randall Manor,Staten Island,40.62912,-74.12839,Entire home/apt,$107.00,4,312,88,31/10/2021,4.84,f,2.84,
30003335,"The Right Direction Cottage2 Safe, clean and quiet",225530795,Olufemi,N/A,N/A,100%,t,West Brighton,Staten Island,40.6286,-74.11558,Private room,$60.00,30,308,20,31/03/2021,4.95,f,0.8,
30082958,★ PRIVATE NYC STUDIO★STEPS FROM TRAIN★QUEEN BED★,73183897,Michael,within a few hours,90%,50%,t,Dongan Hills,Staten Island,40.58389,-74.10492,Entire home/apt,$70.00,3,41,40,29/12/2019,4.88,f,1.41,
30291704,Beautiful Apartment in Staten Island,207856540,Meir,N/A,N/A,N/A,f,New Springville,Staten Island,40.58892,-74.1568,Entire home/apt,$115.00,2,177,60,07/09/2021,4.17,t,1.9,
30877996,Private NYC loft by the beach,31307082,Veronica,within an hour,90%,97%,f,Arrochar,Staten Island,40.59149,-74.07702,Entire home/apt,$115.00,3,357,79,04/10/2021,4.34,f,2.57,
31103559,Three bedrooms house,228608906,Linda,N/A,N/A,N/A,f,Arrochar,Staten Island,40.58935,-74.07147,Private room,$75.00,30,0,19,10/12/2019,4.67,t,0.56,
31119799,1 ROOM IN 2 BEDROOMS APARTMENT,33500990,Chian-TiLung,within an hour,100%,100%,f,Clifton,Staten Island,40.61965622,-74.08143955,Private room,$85.00,3,178,0,,,f,,
31218310,No CLeaning Fees —-Q,233485864,Jeannie,within an hour,100%,98%,t,New Dorp Beach,Staten Island,40.56653,-74.10441,Private room,$90.00,1,341,170,28/10/2021,4.84,f,5.4,
31905458,Habitacion disponible para turistas Staten Island,239180752,Edinson Jose,a few days or more,0%,0%,f,Tompkinsville,Staten Island,40.6376,-74.0784,Private room,$50.00,30,179,0,,,t,,
31957975,"Entire 2 Bedroom Apartment, Private Entrance",236334741,Wendy,within an hour,100%,100%,f,Rosebank,Staten Island,40.61572,-74.0671,Private room,$85.00,1,80,136,09/10/2021,4.65,t,4.39,
32206003,MedStudents/Travel Nurses/Drs Near SIUH Walk2Train,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.57926,-74.1082,Private room,$37.00,30,69,4,10/04/2021,4.75,f,0.14,
32381165,"Elegant & Luxurious, Clean & Cheerful entire house",499896,,,,,,Stapleton,Staten Island,40.62725,-74.08235,Entire home/apt,$504.00,4,295,42,29/08/2021,4.69,t,1.36,
32502180,1-Bedroom Newly Renovated Cozy Apartment,244217480,Vlad,within an hour,100%,100%,t,Arden Heights,Staten Island,40.54652,-74.17551,Entire home/apt,$108.00,30,365,13,19/10/2021,4.92,t,0.49,
32545866,1 female only looking to relax get some rest!,244544373,Valerie,within an hour,100%,100%,f,Richmondtown,Staten Island,40.5734,-74.13084,Private room,$105.00,1,364,4,14/08/2021,3.75,f,0.16,
32546557,6 MIN 2 SIUH WALK 2TRAIN MEDSTUDENTS/Drs/TRAVELERS,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.57746,-74.11037,Private room,$39.00,30,91,2,11/02/2020,5,f,0.09,
32795950,Spacious Room in Beautiful Private House,246717334,Denise,N/A,N/A,75%,f,Mariners Harbor,Staten Island,40.64076,-74.16641,Private room,$55.00,1,122,26,08/02/2020,4.85,t,0.87,
32890299,MALE or COUPLE can ride free ferry manhattan&back!,244544373,Valerie,within an hour,100%,100%,f,St. George,Staten Island,40.63794,-74.08271,Private room,$110.00,1,364,6,25/07/2021,4.67,f,0.21,
33097219,New Family friendly home  in Staten island!,249104360,Arkady,N/A,N/A,N/A,f,Grymes Hill,Staten Island,40.61483,-74.08846,Entire home/apt,$250.00,5,137,18,25/10/2021,4.78,f,0.6,
33242348,1 room in private house - 15 mins to NYC & Ferry,161357125,Mohsin,N/A,N/A,100%,f,Emerson Hill,Staten Island,40.60862,-74.11774,Private room,$249.00,3,89,7,26/07/2019,4.43,f,0.24,
33760723,Spacious Studio with easy access to NYC,211400652,Viktor,N/A,N/A,N/A,f,Rossville,Staten Island,40.55766,-74.19794,Entire home/apt,$95.00,30,30,10,15/12/2019,4.7,f,0.41,
34256727,"Private, Cozy, 1 Bedroom Escape! Near all!",49216953,Marina,within an hour,100%,98%,t,Midland Beach,Staten Island,40.57548,-74.09462,Entire home/apt,$113.00,2,355,59,31/10/2021,4.95,f,15.95,
34258883,MEDPROFESSIONALS TRAVEL NURSES BY HOSP WALK 2TRAIN,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.579,-74.1102,Private room,$35.00,30,152,5,13/07/2021,5,f,0.36,
34278935,"2 Bedroom, walk to Staten Island Ferry to Manht.",256966373,Amir,within an hour,100%,96%,t,St. George,Staten Island,40.64475,-74.0782,Entire home/apt,$137.00,3,198,35,18/10/2021,4.86,f,1.69,
34312163,Chic Place/8 minutes to S.I. Hospital,95570540,Ilene,within an hour,95%,96%,t,Oakwood,Staten Island,40.5591,-74.11823,Entire home/apt,$153.00,2,172,13,18/10/2021,4.58,f,0.53,
34443205,"""Hop and Skip to NYC""",35819327,Annette,N/A,N/A,N/A,f,Rosebank,Staten Island,40.6156,-74.06649,Entire home/apt,$135.00,30,0,14,08/12/2019,4.79,t,0.51,
34444541,Private and comfortable apartment!!,210008453,Ana,N/A,N/A,N/A,f,Port Richmond,Staten Island,40.63795,-74.13881,Entire home/apt,$69.00,1,0,4,06/02/2020,4.5,f,0.18,
34652720,Stunning Modern Farmhouse,175116422,Karilyn,within an hour,100%,92%,t,Grant City,Staten Island,40.58032,-74.11117,Entire home/apt,$123.00,4,342,43,04/10/2021,4.81,f,1.56,
34835762,Central Hall Colonial with Free Parking Bus EXP NY,252051657,Anastasios,N/A,N/A,N/A,f,Prince's Bay,Staten Island,40.53125,-74.20135,Entire home/apt,$650.00,30,0,0,,,t,,
34844071,"COZY GETAWAY, WALK 2 BEACH & RELAX, 15 Min to NYC!",56306339,Al,N/A,N/A,100%,t,Midland Beach,Staten Island,40.57455,-74.09366,Entire home/apt,$90.00,15,364,5,30/06/2021,4.6,t,0.19,
34858865,"Private home next to beach,transport,parking",32162495,Mostafa,within a day,88%,87%,f,Eltingville,Staten Island,40.53911,-74.15396,Entire home/apt,$149.00,10,0,0,,,f,,
34859647,St. George Garden Apartment by S.I. Ferry + N.Y.C!,180740272,Kymberly,within an hour,100%,97%,t,St. George,Staten Island,40.6418,-74.0807,Entire home/apt,$150.00,3,60,24,01/11/2021,4.96,t,1.67,
35069416,"Big Room W/Makeshift Partition, MiniFridge Han 05",137999892,Simranjeet,within an hour,100%,94%,t,Concord,Staten Island,40.60642,-74.08736,Shared room,$40.00,4,89,11,26/08/2021,4.36,t,0.4,
35155873,The Crazy Cute Condo,67319584,Monika,within a day,100%,40%,f,Randall Manor,Staten Island,40.64059,-74.09686,Entire home/apt,$129.00,1,144,6,16/10/2020,5,f,0.42,
35262025,Comfy & Quiet 1 Bedroom,137872939,Mario & Eloise,N/A,N/A,N/A,t,Emerson Hill,Staten Island,40.60548,-74.13315,Private room,$68.00,30,365,9,10/06/2020,5,f,0.32,
35455986,Newly renovated 1 bedroom apartment!,63227531,Marwa,within an hour,100%,95%,t,West Brighton,Staten Island,40.62866,-74.12162,Entire home/apt,$99.00,2,347,14,18/10/2021,4.86,f,0.48,
35516587,3 bedroom house on a beach & 50 min to Manhattan,153561136,Irene,N/A,N/A,N/A,f,New Dorp Beach,Staten Island,40.5597,-74.10079,Entire home/apt,$130.00,30,0,5,10/09/2019,4.4,t,0.19,
35619073,"Studio Apartment, Walk to Ferry.",256966373,Amir,within an hour,100%,96%,t,St. George,Staten Island,40.64333,-74.07799,Entire home/apt,$126.00,3,55,38,01/11/2021,4.97,f,1.36,
35901040,Private Cozy Three Bedroom apartment for 8,92493393,Lois,within a few hours,100%,92%,f,West Brighton,Staten Island,40.63154,-74.11485,Entire home/apt,$150.00,2,305,6,02/01/2020,3.8,f,0.22,
36152335,The Boathouse,55602526,Scott,N/A,N/A,N/A,f,Great Kills,Staten Island,40.54046,-74.14322,Entire home/apt,$229.00,3,0,3,13/08/2019,0,f,0.11,
36267546,NO Cleaning FEES-F,233485864,Jeannie,within an hour,100%,98%,t,New Dorp Beach,Staten Island,40.56482,-74.10287,Private room,$90.00,1,358,110,19/10/2021,4.85,t,4.9,
37097297,Quiet & clean haven close to all amenities,22095575,John,within an hour,100%,100%,f,Randall Manor,Staten Island,40.62726,-74.12786,Entire home/apt,$125.00,3,296,0,,,f,,
37114037,Cute Victorian with easy access to express buses!,47585809,Jessica,within an hour,100%,97%,t,Grymes Hill,Staten Island,40.6134,-74.08952,Entire home/apt,$146.00,3,241,20,29/06/2021,4.9,f,0.96,
37174171,Country like house with easy access to city lights,279728593,Mohamed,N/A,N/A,N/A,f,Concord,Staten Island,40.60243,-74.07695,Private room,$100.00,1,0,0,,,t,,
37419775,"FREE ferry to FiDi, renovated house next to RUMC",9860977,Maria,N/A,N/A,N/A,f,West Brighton,Staten Island,40.62759,-74.10732,Entire home/apt,$130.00,30,0,5,30/12/2019,5,f,0.19,
37720576,25 mins NYC Beautiful 2 Bedroom close to all,21194343,Marisa,within a few hours,100%,63%,t,Stapleton,Staten Island,40.62859,-74.07695,Entire home/apt,$99.00,30,271,25,01/07/2021,4.96,f,1.12,
37796664,Spacious and quiet,90453529,Maria,N/A,N/A,N/A,f,Arrochar,Staten Island,40.59073,-74.08005,Entire home/apt,$250.00,30,178,0,,,f,,
37809572,"Large Quiet Room near RUMC (1st Floor, Room 1)",32060911,Ervis,within a few hours,100%,74%,t,West Brighton,Staten Island,40.63455,-74.11389,Private room,$45.00,30,308,6,28/06/2021,5,f,0.24,
37899470,Charming Home Historic Neighborhood,107259716,Sal,within a day,80%,0%,f,St. George,Staten Island,40.64575,-74.08655,Entire home/apt,$109.00,30,365,0,,,f,,
38092217,GREEN YARD,197592915,Alex,N/A,N/A,N/A,f,Clifton,Staten Island,40.61993,-74.07329,Private room,$55.00,30,0,12,11/11/2019,4.5,t,0.48,
38215588,GREAT 4 MED PROFESSIONALS NEAR HOSP. WALK 2 TRAIN,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.57935,-74.1101,Private room,$33.00,30,161,4,15/09/2021,4.25,f,0.16,
,,,,,,,,,,,,,,,,,,,,,
38493103,"@Ferry,2Bedroom/3bed.Private,Renovated/Stylish...",1715301,Mark,within a day,80%,32%,f,Tompkinsville,Staten Island,40.63534,-74.07928,Entire home/apt,$116.00,30,364,25,24/11/2020,4.84,f,1.11,
38645666,Stylish and Cozy One Bedroom,274605727,Renata,within a few hours,88%,100%,f,Arrochar,Staten Island,40.59787,-74.06296,Entire home/apt,$75.00,30,364,7,04/03/2021,5,f,0.38,
38725189,Making it easy for large families to travel!,284090766,Dierdre,within an hour,100%,87%,t,West Brighton,Staten Island,40.63358,-74.11297,Entire home/apt,$170.00,2,145,51,10/10/2021,4.98,f,2.22,
38815987,Cozy Place,296980707,Paola,within an hour,100%,97%,f,Rossville,Staten Island,40.5479,-74.21088,Private room,$70.00,1,33,47,25/10/2021,4.64,t,9.86,
38866096,"Right Direction Cottage 3 Quiet, Clean and Private",225530795,Olufemi,N/A,N/A,100%,t,West Brighton,Staten Island,40.63033,-74.11345,Private room,$60.00,30,121,22,05/11/2020,4.73,f,1,
38871574,Right Direction Cottage1 Private & Cozy NYC FINEST,225530795,Olufemi,N/A,N/A,100%,t,West Brighton,,40.63045,-74.11493,Private room,$60.00,30,278,3,05/12/2019,4.67,f,0.12,
38947926,one bed apartment in the heart of staten island,298304737,Mehmet,within an hour,90%,89%,f,Mariners Harbor,Staten Island,40.62667,-74.15076,Entire home/apt,$120.00,2,173,17,20/08/2021,4.18,f,2.48,
39083120,Victorian Film Location,2675644,Alissa,within an hour,83%,66%,f,Randall Manor,Staten Island,40.64167,-74.09808,Entire home/apt,$850.00,30,365,0,,,f,,
39125813,Brand new construction nobody lived before 750sq,77290831,Nas,within a day,100%,N/A,f,Prince's Bay,Staten Island,40.52339,-74.20517,Entire home/apt,$118.00,7,179,0,,,f,,
39180803,Three bedroom in the house,228608906,Linda,N/A,N/A,N/A,f,Arrochar,Staten Island,40.59116,-74.06959,Private room,$75.00,30,0,2,18/03/2020,5,t,0.09,
39203297,Cozy Little One Bedroom,299164175,Cedric,N/A,N/A,0%,f,Concord,Staten Island,40.60376,-74.07816,Entire home/apt,$110.00,30,0,0,,,t,,
39227915,WiFi & Internet Cozy S.I. Long Stays and Business,299732232,Fernando,within an hour,100%,91%,t,Howland Hook,Staten Island,40.62468,-74.16731,Entire home/apt,$138.00,3,337,55,25/10/2021,4.91,f,2.25,
39272481,Quite and confortable space un Staten Island,230085076,Felipe,N/A,N/A,N/A,f,Mariners Harbor,Staten Island,40.63301,-74.14626,Private room,$55.00,30,0,0,,,t,,
39336993,Breakfast nook,302138294,Al,within an hour,100%,88%,f,Shore Acres,Staten Island,40.61129,-74.06357,Private room,$66.00,2,361,5,13/08/2021,4,f,0.2,
39672049,Charming  Two Bedroom Suite,300577516,Libia,within a few hours,100%,50%,f,Clifton,Staten Island,40.6209,-74.07516,Private room,$80.00,30,339,8,17/07/2020,4.88,f,0.36,
39903508,Home away from home. So comfy you wanna come back,307362200,Gigi,within an hour,100%,98%,f,New Springville,Staten Island,40.59339,-74.16128,Entire home/apt,$151.00,2,168,34,29/10/2021,4.41,f,3.58,
40039217,Cosy Private bedroom in a 2 storey house in SI,87346764,Pooja,N/A,N/A,N/A,t,St. George,Staten Island,40.64499,-74.08432,Private room,$42.00,30,0,6,03/01/2020,5,f,0.26,
40086154,Clean space,302138294,Al,within an hour,100%,88%,f,Shore Acres,Staten Island,40.61225,-74.06337,Private room,$169.00,1,364,2,05/07/2021,5,f,0.09,
40156479,Entire House In Staten Island Close to Ferry,5816670,John,within an hour,100%,92%,t,Rosebank,Staten Island,40.61183,-74.07265,Entire home/apt,$127.00,3,8,2,04/01/2020,5,f,0.09,
40172219,Private Master Bedroom walk-in closet close to NYC,87346764,Pooja,N/A,N/A,N/A,t,St. George,Staten Island,40.64482,-74.08592,Private room,$40.00,30,0,9,30/12/2019,5,f,0.39,
40197518,"Modern, Cozy Studio Apartment",212526336,Mike,a few days or more,0%,0%,f,Bull's Head,Staten Island,40.60394,-74.16678,Entire home/apt,$60.00,30,124,31,02/06/2020,4.9,f,1.39,
40453546,Clean and cozy apartment,312977896,Julie Ann,within an hour,100%,95%,t,Grymes Hill,Staten Island,40.6102,-74.09122,Entire home/apt,$73.00,1,82,51,27/10/2021,4.92,f,12.64,
40597487,Large Modern 4 bedroom duplex @ Ferry. 7 beds.,1715301,Mark,within a day,80%,32%,f,Tompkinsville,Staten Island,40.63351,-74.0791,Entire home/apt,$195.00,30,365,0,,,f,,
40598227,Very quite and clean place,171446547,Xiomara,within an hour,100%,0%,t,Port Richmond,Staten Island,40.62773,-74.13181,Private room,$70.00,30,152,10,08/03/2020,4.9,f,0.5,
40734111,Cottage style stay w/ jacuzzi near ferry,83102592,Wanda,within an hour,90%,98%,t,St. George,Staten Island,40.64061,-74.08582,Entire home/apt,$97.00,2,40,50,31/10/2021,4.78,t,5.54,
40897425,A home away from home,168240837,Quaneisha,within a day,67%,60%,f,Mariners Harbor,Staten Island,40.63561,-74.15415,Entire home/apt,$60.00,1,247,32,14/09/2020,4.44,f,1.42,
41007370,Beautiful room in West New Brighton. Near ferry.,174786681,Sara I,within an hour,100%,100%,t,Randall Manor,Staten Island,40.63587,-74.1213,Private room,$48.00,7,68,6,01/09/2021,5,f,0.76,
41105251,LRG RM PVT BATHROOM MIN WALK 2 TRAIN NEAR HOSPITAL,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.5775,-74.11038,Private room,$39.00,30,54,3,09/07/2021,5,f,1.01,
41270387,Modern Apartment in Historic Home,53771409,Joe & Maria,within a day,100%,100%,f,Tompkinsville,Staten Island,40.63286,-74.08022,Entire home/apt,$135.00,30,306,1,25/08/2020,5,f,0.07,
41614248,"Silver Lake House, hop, skip, jump from Manhattan",328114678,Sharon,within an hour,100%,99%,t,Tompkinsville,Staten Island,40.63205,-74.09133,Entire home/apt,$95.00,3,0,56,01/11/2021,4.96,f,2.9,
41634451,Beautiful one bedroom apartment,328405822,Cristina,within a few hours,100%,100%,t,Mariners Harbor,Staten Island,40.63686,-74.1537,Entire home/apt,$55.00,15,53,7,30/09/2021,5,f,0.34,
