Data source:,http://insideairbnb.com/get-the-data.html,,,,,,,,,,,,,,,,,,,,
41875001,Modern & Comfy | Near Beach & Hospital | ♛King Bed,301836,Lana,within a few hours,100%,88%,t,Midland Beach,Staten Island,40.57201,-74.09182,Entire home/apt,$175.00,21,326,4,06/09/2021,5,f,1.67,
42067285,Countryn living,113295877,Jonathan,within an hour,100%,90%,f,New Brighton,Staten Island,40.63651,-74.08917,Private room,$56.00,3,321,15,08/10/2021,4.47,f,2.16,
42160230,Think of us as your  home Away from home.,110240064,Sandra,N/A,N/A,N/A,f,New Brighton,Staten Island,40.638,-74.08768,Entire home/apt,"$1,200.00",30,89,0,,,t,,
42495508,2 Bedroom on the Upper Bay unit B,338412156,Michael,within a few hours,100%,99%,t,St. George,Staten Island,40.64578,-74.08509,Entire home/apt,$125.00,3,356,12,01/11/2021,4.5,f,0.69,
42643177,Staten Island - South Beach,61172932,Mariam,within an hour,100%,97%,t,Midland Beach,Staten Island,40.57303,-74.08528,Entire home/apt,$150.00,2,149,54,19/10/2021,4.85,f,3.15,
42871724,Cozy apartment NYC Upper Bay Unit A,338412156,Michael,within a few hours,100%,99%,t,St. George,Staten Island,40.64412,-74.08442,Entire home/apt,$100.00,3,149,17,01/11/2021,4.82,f,4.15,
42914015,Newly Renovated,294015297,Molara,within a few hours,100%,100%,f,West Brighton,Staten Island,40.63304,-74.12164,Private room,$56.00,1,362,6,30/10/2021,3.67,t,0.84,
42940158,Tranquil Retreat Outside NYC,341898315,Kimberly,within a few hours,100%,91%,t,New Dorp,Staten Island,40.5767,-74.11622,Entire home/apt,$195.00,2,141,30,17/10/2021,5,f,2.93,
43185808,Staten Island Charm,23815582,The Travel,within an hour,100%,94%,t,Tompkinsville,Staten Island,40.63354,-74.09364,Entire home/apt,$78.00,3,316,6,01/10/2021,4.33,t,0.41,
43197566,2 bed room minutes away from NYC unit C,338412156,Michael,within a few hours,100%,99%,t,St. George,Staten Island,40.64557,-74.08443,Entire home/apt,$135.00,3,351,13,01/11/2021,4.62,f,5.27,
43605445,Residency NYC Luxury Apartment RUMC/Wagner welcome,22369387,Waleed,within an hour,100%,97%,t,Silver Lake,Staten Island,40.61842,-74.10242,Entire home/apt,$115.00,2,214,61,23/10/2021,4.93,f,61,
43913971,"Cozy, charming Carriage House in NYC near Downtown",12421549,Vivian,N/A,N/A,100%,f,Shore Acres,Staten Island,40.61009,-74.06171,Entire home/apt,$300.00,30,282,0,,,f,,
44191733,Amazing Fully Renovated 1 Bedroom Apt,91744364,Jon,within an hour,100%,71%,f,Grant City,Staten Island,40.57877,-74.11005,Entire home/apt,$94.00,3,364,9,26/09/2021,4.78,f,0.6,
44249049,5 star apartment/Private entrance/Apple TV/cooking,121399223,Weifeng(Daniel),within an hour,100%,94%,t,Tompkinsville,Staten Island,40.6337,-74.08355,Entire home/apt,$96.00,2,242,81,01/11/2021,4.77,f,5.55,
44251069,Amazing Room close to RMCU and SIUH,356623718,Aicha,within an hour,100%,97%,f,Stapleton,Staten Island,40.62817,-74.07965,Private room,$65.00,2,80,12,31/10/2021,4.75,f,9.73,
44251682,Cozy Room w/bathroom perfect for medical staffs,356623718,Aicha,within an hour,100%,97%,f,Stapleton,Staten Island,40.62667,-74.0798,Private room,$70.00,2,65,6,10/10/2021,4.33,f,0.46,
44283460,Two bedrooms/cooking/private/parking/APPLE TV,121399223,Weifeng(Daniel),within an hour,100%,94%,t,Tompkinsville,Staten Island,40.63539,-74.08145,Entire home/apt,$159.00,4,150,54,25/10/2021,4.63,f,40.5,
44288244,Huge Private Room/Suite @ Ferry.,117492425,Dine,within a day,93%,17%,f,St. George,Staten Island,40.64584,-74.0792,Private room,$49.00,30,364,1,05/09/2020,5,f,0.07,
44322571,Rosebank Townhome,299411542,Karen,N/A,N/A,N/A,f,Clifton,Staten Island,40.61968,-74.06875,Private room,$300.00,30,179,0,,,f,,
44322911,Oakwood Room,299411542,Karen,N/A,N/A,N/A,f,Richmondtown,Staten Island,40.56635,-74.13037,Private room,$150.00,30,179,0,,,t,,
44415969,Style Home away from home,121399223,Weifeng(Daniel),within an hour,100%,94%,t,Tompkinsville,Staten Island,40.63564,-74.08153,Entire home/apt,$179.00,5,145,30,06/09/2021,4.77,f,1.96,
45175578,Private Apartment with a View,104639566,Daniel,N/A,N/A,N/A,f,Stapleton,Staten Island,40.63072,-74.07446,Private room,$308.00,3,364,0,,,f,,
45591558,"@FERRY, Private&Cozy Room, Renovated&Stylish.",117492425,Dine,within a day,93%,17%,f,St. George,Staten Island,40.6454,-74.08082,Private room,$39.00,3,350,3,23/10/2020,5,f,2.2,
45674595,CONVENIENT LOCATION TO SIUH & RUMC MIN WALK 2TRAIN,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.57811,-74.11,Private room,$35.00,30,104,1,15/08/2021,4,f,0.37,
45698590,Penthouse on the hilltop,80470317,Sergey,within a few hours,100%,94%,f,Clifton,Staten Island,40.6237,-74.07517,Entire home/apt,$145.00,1,323,13,30/08/2021,4.08,f,11.14,
45773311,"Eclectic Private New Apartment  Westerleigh, S.I.",194927513,Melissa,within an hour,100%,95%,t,Westerleigh,Staten Island,40.61785,-74.1352,Entire home/apt,$90.00,2,143,50,31/10/2021,4.84,t,10.64,
45775212,"A Unique place, very convenient and comfortable..",143194785,Roman,within an hour,100%,92%,f,Eltingville,Staten Island,40.53887,-74.14247,Entire home/apt,$500.00,2,178,0,,,t,,
45785639,Lovely  House near New York City with a pool,371181926,Wimal,within a few hours,100%,88%,f,Arden Heights,Staten Island,40.54745,-74.1789,Entire home/apt,$299.00,4,39,21,23/10/2021,4.86,f,2.03,
45897458,Cozy home away from home,121399223,Weifeng(Daniel),within an hour,100%,94%,t,Tompkinsville,Staten Island,40.63383,-74.08373,Entire home/apt,$210.00,4,330,30,03/10/2021,4.67,f,2.82,
45956372,Staten Island Home with a Patio,372558343,Anatoly,a few days or more,0%,0%,f,Concord,Staten Island,40.60787,-74.09033,Entire home/apt,$100.00,2,345,1,03/11/2020,3,f,0.08,
46436269,Enjoy Entire Apt./Private Entrance/Free Parking,375692991,Jovanna,within a few hours,92%,98%,f,St. George,Staten Island,40.64142,-74.08346,Entire home/apt,$85.00,2,148,47,19/10/2021,4.66,t,19.58,
46510270,The Cozy Blue House - Charming Home Near SI Ferry,376179374,Paula,within an hour,100%,100%,t,Grymes Hill,Staten Island,40.61169,-74.08928,Entire home/apt,$281.00,2,237,51,31/10/2021,4.98,t,34.77,
46548617,Private room w/Private Half bathroom,197516314,Genny,N/A,N/A,N/A,f,Port Richmond,Staten Island,40.63373,-74.13372,Private room,$55.00,5,339,2,04/06/2021,5,f,0.21,
46906737,"@ Ferry Huge Private Space, 2Beds",117492425,Dine,within a day,93%,17%,f,St. George,Staten Island,40.64399,-74.08063,Private room,$99.00,2,364,1,25/07/2021,5,f,0.29,
46907503,@Ferry Huge Private Loft 2Beds,117492425,Dine,within a day,93%,17%,f,St. George,Staten Island,40.64633,-74.07951,Private room,$95.00,2,360,2,15/10/2021,4.5,f,2,
46991303,COZY & ALL PRIVATE SPACE  close to RUMC & SIUH,379883703,Desmond,within an hour,100%,97%,t,Port Richmond,Staten Island,40.63164,-74.13201,Private room,$85.00,1,334,16,17/10/2021,4.81,t,16,
47009616,1 bedroom apartment near Staten Island ferry,260396179,Beni,within an hour,100%,80%,f,Tompkinsville,Staten Island,40.63442,-74.08708,Entire home/apt,$104.00,5,70,5,23/10/2021,4.2,f,0.72,
47025695,5 min from ferry!! Comfortable area,245400249,Christopher,within a few hours,83%,100%,f,St. George,Staten Island,40.6391,-74.07895,Private room,$120.00,1,365,3,15/08/2021,5,f,0.3,
47052038,The Island Pad,112573606,Mackenson,within a day,50%,38%,f,Randall Manor,Staten Island,40.63876,-74.12414,Entire home/apt,$110.00,2,88,1,31/03/2021,5,f,0.14,
47080388,Modern luxury studio with all amenities,85852882,Zak,within a few hours,100%,100%,f,Shore Acres,Staten Island,40.60442,-74.0688,Entire home/apt,$69.00,30,172,2,04/09/2021,5,f,0.29,
47250386,Beautiful Private Room in NYC near RUMC F2R2,356623718,Aicha,within an hour,100%,97%,f,Tompkinsville,Staten Island,40.63235,-74.09291,Private room,$65.00,3,284,6,20/10/2021,5,f,0.72,
47250831,Modern Private Room in NYC close to RUMC,356623718,Aicha,within an hour,100%,97%,f,Tompkinsville,Staten Island,40.63313,-74.09093,Private room,$65.00,2,258,6,08/10/2021,4.5,f,1.45,
47251940,Large Private Room with easy access to SIUH & RMCU,356623718,Aicha,within an hour,100%,97%,f,Stapleton,,40.62645,-74.07967,Private room,$70.00,2,334,5,17/10/2021,4.2,f,0.5,
47286267,Large Bedroom with Ensuite BR minutes from RUMC,356623718,Aicha,within an hour,100%,97%,f,Tompkinsville,Staten Island,40.63133,-74.0912,Private room,$75.00,2,307,2,20/10/2021,5,t,0.21,
47355990,Private Apt near Ferry to NYC and Park with Lake,32162495,Mostafa,within a day,88%,87%,f,Silver Lake,Staten Island,40.63133,-74.09559,Entire home/apt,$102.00,2,349,5,02/10/2021,4.2,f,0.6,
47402779,"@ Ferry HUGE Private space, 2 Beds",1715301,Mark,within a day,80%,32%,f,Tompkinsville,Staten Island,40.63566,-74.07903,Private room,$95.00,2,308,0,,,f,,
47406799,Beachfront Cozy 5 star Studio,121399223,Weifeng(Daniel),within an hour,100%,94%,t,Arrochar,Staten Island,40.58731,-74.07161,Entire home/apt,$98.00,3,0,67,03/11/2021,4.89,f,7.47,
47848650,Private Room perfect for medical Staff and student,356623718,Aicha,within an hour,100%,97%,f,Tompkinsville,Staten Island,40.63363,-74.09242,Private room,$65.00,3,331,1,09/07/2021,5,f,0.25,
47848693,Gorgeous Private room in NYC blocks from RUMC F1R1,356623718,Aicha,within an hour,100%,97%,f,Tompkinsville,Staten Island,40.6318,-74.09272,Private room,$55.00,2,278,1,04/07/2021,5,f,0.24,
47858654,Charming 3-Bed. House with Verrazzano Bridge Views,33701866,Sergii,within a day,100%,75%,f,St. George,Staten Island,40.63741,-74.08474,Entire home/apt,$119.00,2,159,16,23/09/2021,4.63,f,3.48,
48070696,NEAR SIUH & RUMC WALK TO TRAIN/STORES,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.57955,-74.11033,Private room,$33.00,30,141,3,28/08/2021,4.67,f,0.41,
48214743,Modern Luxury Loft nearby RUMC,356623718,Aicha,within an hour,100%,97%,f,Tompkinsville,Staten Island,40.63371,-74.0928,Entire home/apt,$100.00,2,294,3,31/10/2021,5,f,0.46,
48280019,Cozy Apartment for Couples visiting/working in NYC,20902376,Bonnie,N/A,N/A,N/A,f,West Brighton,Staten Island,40.6335,-74.11639,Entire home/apt,$75.00,2,216,9,22/08/2021,5,t,1.29,
48402078,The Height of staten island!,24580977,Ed,N/A,N/A,N/A,t,New Brighton,Staten Island,40.64041,-74.08834,Entire home/apt,$142.00,1,157,51,30/10/2021,4.8,f,7.89,
48503146,Full 1 bedroom apartment,391400443,Veton,within a few hours,100%,50%,f,Prince's Bay,Staten Island,40.53138,-74.19113,Entire home/apt,$89.00,5,61,1,21/10/2021,5,f,1,
48519376,SIUH/RUMC/NYC MIN WALK TO TRAIN MED STUDENTS/Drs.,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.57973,-74.11029,Private room,$36.00,30,156,1,17/07/2021,5,f,0.27,
48661038,jack place,10259705,Benny,within a day,80%,100%,t,New Springville,Staten Island,40.58325,-74.15221,Entire home/apt,$255.00,5,66,7,31/10/2021,4.86,t,1.89,
48758785,Frontbeach Love Home#Private#Free parking#cook,121399223,Weifeng(Daniel),within an hour,100%,94%,t,Arrochar,Staten Island,40.58541,-74.07033,Entire home/apt,$98.00,3,246,42,24/10/2021,4.86,f,5.68,
48979874,2 bedroom fast WiFi home away from home all yours,387892852,Akeel,within an hour,100%,100%,f,St. George,Staten Island,40.64196,-74.08642,Entire home/apt,$127.00,1,154,8,31/10/2021,4.88,t,7.06,
49136477,The Beach House NYC,76940812,Edmundo,N/A,N/A,N/A,t,Midland Beach,Staten Island,40.57263,-74.08922,Entire home/apt,$295.00,2,90,0,,,f,,
49144304,"Lovely Private Space near NYC & amenities, Transit",188956585,Ismet,within a few hours,100%,N/A,f,Eltingville,Staten Island,40.54763,-74.16146,Entire home/apt,$87.00,30,0,0,,,f,,
49190656,☀Bright & Stylish Getaway | 5★ Location| Backyard ,135072241,Lyubov,within a day,100%,100%,f,Midland Beach,Staten Island,40.575172,-74.092789,Entire home/apt,$169.00,21,348,0,,,f,,
49268785,Cozy peaceful newly renovated w/ AC Everything new,397500496,Robert,N/A,N/A,N/A,t,"Chelsea, Staten Island",Staten Island,40.59116,-74.1858,Entire home/apt,$98.00,3,0,20,02/11/2021,5,f,3.35,
49591825,Newly Renovated Master Suite w/ Private Entry,34353017,Jingyi,within an hour,100%,96%,t,Tompkinsville,Staten Island,40.62837,-74.08608,Private room,$81.00,1,31,29,18/10/2021,4.93,f,5.72,
49613696,Large Bedroom w/ Private Bathroom & Private Entry,34353017,Jingyi,within an hour,100%,96%,t,Tompkinsville,Staten Island,40.62988,-74.08639,Private room,$75.00,1,31,27,24/10/2021,4.93,f,4.66,
49787013,Quiet neighborhood and cozy backyard,161780175,Cindy,within a day,78%,67%,f,Emerson Hill,Staten Island,40.60725,-74.13827,Entire home/apt,$127.00,3,61,0,,,f,,
49873851,2 rooms in a family friendly home.,113295877,Jonathan,within an hour,100%,90%,f,Tompkinsville,Staten Island,40.63525,-74.09086,Private room,$62.00,3,29,8,21/10/2021,4.38,f,8,
49899141,One cozy bedroom near Verrazano bridge and ferry,179643204,Chun Kit,within an hour,100%,40%,f,Shore Acres,Staten Island,40.61126,-74.06789,Private room,$75.00,1,88,4,18/10/2021,4.75,f,1.1,
49926303,Modern Retreat/City Views,261424448,M,within an hour,100%,79%,f,New Brighton,Staten Island,40.639664,-74.088959,Entire home/apt,$128.00,1,173,29,18/10/2021,4.72,f,5.47,
49980221,2  bedroom apartment near Staten Island ferry,260396179,Beni,within an hour,100%,80%,f,Tompkinsville,Staten Island,40.63481,-74.08688,Entire home/apt,$136.00,1,31,0,,,f,,
50051141,"Large Quiet Room Near RUMC (2nd floor, Room 1)",32060911,Ervis,within a few hours,100%,74%,t,West Brighton,Staten Island,40.63282,-74.11378,Private room,$45.00,30,231,0,,,f,,
50279149,*New* Charming Artsy Studio with private entrance,53766519,Linda,within an hour,100%,100%,t,Arden Heights,Staten Island,40.56434,-74.18373,Entire home/apt,$87.00,1,225,42,01/11/2021,4.98,t,8.87,
50364332,Private guest suite,50116334,Joan,N/A,N/A,N/A,f,Tompkinsville,Staten Island,40.63064,-74.08179,Private room,$95.00,30,80,0,,,f,,
50526813,Home away from Home: Newly Renovated Apartment,273971514,Bright,within an hour,100%,100%,f,Clifton,Staten Island,40.61717,-74.07848,Entire home/apt,$74.00,2,149,19,29/10/2021,4.53,t,4.49,
50578877,Location LocationMinutes to S.I. Hosp & Verranzano,95570540,Ilene,within an hour,95%,96%,t,Oakwood,Staten Island,40.55966,-74.11788,Entire home/apt,$157.00,2,163,1,02/08/2021,5,f,0.32,
50578893,Beach Haven Getaway,95570540,Ilene,within an hour,95%,96%,t,Oakwood,Staten Island,40.55893,-74.12009,Entire home/apt,$149.00,2,177,3,28/10/2021,5,f,1.32,
50661719,Hard Rock Place/8 minutes to S.I. Hospital,95570540,Ilene,within an hour,95%,96%,t,Oakwood,Staten Island,40.55901,-74.11982,Entire home/apt,$155.00,2,160,6,03/10/2021,5,f,1.7,
50684240,Modern Cozy Apartment 5 Min  to S. I. Hospital,95570540,Ilene,within an hour,95%,96%,t,Grant City,Staten Island,40.58239,-74.10838,Entire home/apt,$131.00,2,155,9,30/10/2021,5,f,3,
50809630,Luxury At It's Best/8 Minute S.I. Hospital/Verranz,95570540,Ilene,within an hour,95%,96%,t,Oakwood,Staten Island,40.55922,-74.11809,Entire home/apt,$269.00,2,163,5,10/10/2021,5,f,1.36,
50863511,Safe Haven,95570540,Ilene,within an hour,95%,96%,t,Oakwood,Staten Island,40.56082,-74.11994,Entire home/apt,$269.00,2,172,3,06/09/2021,5,f,0.95,
51025611,Lovely studio near the ferry,93930422,Hannan,N/A,N/A,N/A,f,New Brighton,Staten Island,40.64349,-74.09291,Entire home/apt,$112.00,3,364,0,,,t,,
51037520,FURNISHED ROOM WALK 2 RUMC HOSPITAL NO CAR NEEDED,241676154,Maria,N/A,N/A,N/A,f,West Brighton,Staten Island,40.63259,-74.1058,Private room,$41.00,30,44,0,,,f,,
51060485,"Exclusive 4,200 sqft home in prestigious area.",115671542,Valerie,N/A,N/A,N/A,f,Todt Hill,Staten Island,40.59989,-74.10771,Entire home/apt,$599.00,24,358,0,,,f,,
51174632,Exclusive Home in the Heart of Staten Island,123719570,J&S,within an hour,100%,68%,f,Westerleigh,Staten Island,40.616,-74.13676,Entire home/apt,$241.00,30,149,11,13/10/2021,4.73,f,4.52,
51263392,Comfortable  2BR apartment close to everything,98868983,Nen,within an hour,100%,97%,t,Stapleton,Staten Island,40.62723,-74.08004,Private room,$121.00,2,357,5,11/10/2021,4.6,f,3.75,
51363890,Adorable 3 BR apartment a few min to Ferry,98868983,Nen,within an hour,100%,97%,t,Stapleton,Staten Island,40.62613,-74.07805,Entire home/apt,$121.00,2,356,4,25/10/2021,5,t,1.38,
51407096,cheerful residential Home with free parking.,98868983,Nen,within an hour,100%,97%,t,Rosebank,Staten Island,40.61616,-74.06902,Private room,$119.00,2,361,4,10/10/2021,4.75,t,2.03,
51465807,Bright and Modern Private Room Close to SIUH,356623718,Aicha,within an hour,100%,97%,f,Stapleton,Staten Island,40.62636,-74.07984,Private room,$65.00,2,218,3,01/09/2021,4.67,f,1.15,
51499702,Tony,413506029,Dung,within an hour,100%,100%,f,Dongan Hills,Staten Island,40.58013,-74.10032,Entire home/apt,$175.00,2,332,9,10/10/2021,4.67,t,3.21,
51603112,Med Professionals/Near Hospitals/Walk 2 Train,241676154,Maria,N/A,N/A,N/A,f,Grant City,Staten Island,40.5775,-74.11024,Private room,$33.00,30,135,0,,,f,,
51608497,2 Bedroom Home in Staten Island,858318,Andrew,within a day,80%,0%,f,Mariners Harbor,,40.63476,-74.16903,Entire home/apt,$60.00,30,365,0,,,t,,
51669628,Casa Rosado @ NYC Pool Fire Pit A/C Parking Ferry,192476124,Carlos,within an hour,100%,97%,f,Clifton,Staten Island,40.62151,-74.08483,Entire home/apt,$538.00,1,30,3,17/10/2021,5,f,2.25,
51804585,Beautiful brand new furnished studio.,419687159,Zinaida,within a few hours,100%,100%,f,"Chelsea, Staten Island",Staten Island,40.59598,-74.18478,Entire home/apt,$68.00,30,364,0,,,f,,
51910574,Lovely 1/bd apt mins from ferry to Manhattan,314978616,Timothy,within an hour,95%,98%,f,St. George,Staten Island,40.64152,-74.08285,Entire home/apt,$129.00,1,340,4,17/10/2021,4.5,f,2.79,
51989137,Cozy pet-friendly one bedroom apartment.,314036011,Tatiana And Omar,within an hour,100%,100%,f,Woodrow,Staten Island,40.53777,-74.20674,Entire home/apt,$99.00,1,307,12,31/10/2021,5,t,7.35,
52144908,"Private house near the bay, with amenities",147668954,Nancy,N/A,N/A,N/A,f,Stapleton,Staten Island,40.62619,-74.07717,Entire home/apt,$309.00,14,364,0,,,t,,
52154854,1 Bedroom Apartment with balcony. Walk to Ferry.,256966373,Amir,within an hour,100%,96%,t,St. George,Staten Island,40.64458,-74.08005,Entire home/apt,$135.00,3,188,1,11/10/2021,5,f,1,
52266126,Very quiet residential area with parking available on the street,44153917,Claudia,within an hour,90%,86%,t,Graniteville,Staten Island,40.61264,-74.15086,Private room,$40.00,5,275,5,17/10/2021,4.6,f,5,
52362873,3 bedroom beautiful home,179355129,Gabrielle,within an hour,100%,83%,f,Dongan Hills,Staten Island,40.58308,-74.09337,Entire home/apt,$230.00,3,356,1,18/10/2021,5,f,1,
52471756,1 Bedroom Apt Residential Area Close to Manhattan,207205519,Dimitri,within an hour,92%,80%,f,Shore Acres,Staten Island,40.606396,-74.067902,Entire home/apt,$80.00,3,83,1,01/10/2021,5,t,0.86,
52472350,2 Bedrooms across from a Beautiful Park,21194343,Marisa,within a few hours,100%,63%,t,Castleton Corners,Staten Island,40.6154,-74.11354,Private room,$79.00,1,299,1,30/10/2021,5,t,1,
52487784,"Spotlessly clean one bedroom, ten minutes to ferry",32909880,Andrea,within a few hours,92%,100%,f,West Brighton,,40.63042,-74.10299,Entire home/apt,$99.00,3,339,0,,,f,,
52494046,Pleasant Two Bedroom Residential Place.,424893639,Hawa,within an hour,100%,100%,f,Grymes Hill,Staten Island,40.61944,-74.08612,Private room,$120.00,1,178,1,11/10/2021,5,f,1,
52583253,Studio apartment near Staten Island University,43967768,Admir,within an hour,89%,0%,f,Dongan Hills,Staten Island,40.58403,-74.08889,Entire home/apt,$105.00,14,88,0,,,f,,
52584132,Cozy private room with so many amenities!,42076010,Adekunle,within an hour,100%,100%,f,Mariners Harbor,Staten Island,40.64015,-74.1697,Private room,$55.00,2,334,4,30/10/2021,4.75,t,4,
52585129,Beautiful private room with all amenities!!!,42076010,Adekunle,within an hour,100%,100%,f,Mariners Harbor,Staten Island,40.63856,-74.16957,Private room,$45.00,1,360,2,20/10/2021,5,t,2,
52602181,Charming APT Minutes to NYC W/ Amenities & Transit,188956585,Ismet,within a few hours,100%,N/A,f,Arden Heights,Staten Island,40.54524,-74.16695,Entire home/apt,$71.00,30,363,0,,,f,,
52635257,Sparkling clean and walking distance to everything,22095575,John,within an hour,100%,100%,f,Castleton Corners,Staten Island,40.62549,-74.12773,Entire home/apt,$85.00,3,348,1,23/10/2021,1,f,1,
52801188,Eco Private room for 4,92493393,Lois,within a few hours,100%,92%,f,West Brighton,Staten Island,40.63352,-74.11503,Private room,$75.00,1,351,0,,,t,,
52842129,"Cozy Room near RUMC (2nd floor, Room 3)",32060911,Ervis,within a few hours,100%,74%,t,Randall Manor,Staten Island,40.63491,-74.11408,Private room,$36.00,25,323,0,,,f,,
53027258,"Newly Renovated Room Near RUMC (2nd floor, Room 2)",32060911,Ervis,within a few hours,100%,74%,t,West Brighton,Staten Island,40.63453,-74.11554,Private room,$41.00,24,327,0,,,f,,
53029967,Lovely Spacious Studio with lots of Amenities,18291632,Roxanne,within a few hours,100%,100%,f,Stapleton,Staten Island,40.63045207,-74.07499532,Entire home/apt,$139.00,2,302,0,,,f,,
53050789,1 bedroom apartment with great views,81534600,Erika,N/A,N/A,N/A,f,Tottenville,Staten Island,40.50455863,-74.24984037,Entire home/apt,$98.00,3,340,0,,,f,,
53088652,Entire 2 Bedroom Apartment with Private Entrance,236334741,Wendy,within an hour,100%,100%,f,Rosebank,Staten Island,40.61370282,-74.06727623,Entire home/apt,$69.00,3,9,0,,,t,,
